edad,pais_origen,ciudad_ecuador,tipo_viaje,fecha_viaje,transporte,hospedaje,personas_viaje,dias_estancia,pasajes,costot_comida,gastos_extras,satisfaccion
39,Gambia,Riobamba,Negocios,2026-01-01,Motociclista,Hotel,1,12,329,432,220,7
22,Barbados,Loja,Visita Familia,2025-11-15,Avión,Hostal,6,1,1170,210,55,4
55,Senegal,Quito,Aventura,2025-07-19,Auto,Hotel,2,6,951,360,150,9
56,New Caledonia,Cuenca,Aventura,2025-10-31,Motociclista,Airbnb,2,4,244,272,126,7
67,Namibia,Cuenca,Estudio,2025-07-25,Bus,Casa huespedes,6,11,834,1254,165,10
44,Mexico,Guayaquil,Visita Familia,2025-10-23,Auto,Airbnb,2,7,1181,252,273,3
35,Saint Vincent and the Grenadines,Baños,Aventura,2026-02-01,Avión,Hotel,6,12,823,1080,134,5
53,Maldives,Zamora,Aventura,2025-05-25,Avión,Hotel,2,9,653,522,114,6
51,Bosnia and Herzegovina,Pastaza,Negocios,2025-12-15,Ciclista,Airbnb,4,9,396,540,39,4
69,Armenia,Guayaquil,Visita Familia,2026-01-31,Bus,Casa huespedes,4,6,184,936,162,6
22,Bermuda,Loja,Vacaciones,2026-02-21,Ciclista,Hostal,5,12,160,2100,25,4
45,Indonesia,Quito,Negocios,2026-03-25,Ciclista,Resort,4,5,529,480,160,6
23,Martinique,Manta,Estudio,2025-06-06,Avión,Airbnb,5,6,203,1080,51,1
53,Northern Mariana Islands,Guayaquil,Estudio,2025-08-15,Avión,Hostal,6,8,1143,1104,135,8
22,Saint Kitts and Nevis,Guayaquil,Vacaciones,2025-10-02,Auto,Resort,5,12,1025,1080,123,7
44,Martinique,Baños,Vacaciones,2025-07-15,Motociclista,Hostal,3,3,470,333,234,5
36,Saint Helena,Riobamba,Visita Familia,2025-09-06,Motociclista,Airbnb,4,1,173,144,248,9
42,Panama,Manta,Vacaciones,2026-04-23,Bus,Casa huespedes,2,2,661,76,292,1
53,Mauritius,Otavalo,Estudio,2025-10-25,Auto,Hotel,3,13,308,1560,99,3
54,Eritrea,Cuenca,Negocios,2025-11-15,Ciclista,Airbnb,6,15,907,2070,273,5
57,Svalbard & Jan Mayen Islands,Guayaquil,Estudio,2026-03-05,Motociclista,Hostal,4,1,379,80,21,10
49,British Indian Ocean Territory (Chagos Archipelago),Otavalo,Negocios,2025-07-30,Avión,Hotel,1,15,651,465,36,5
27,Dominican Republic,Riobamba,Aventura,2026-03-03,Auto,Casa huespedes,5,12,972,2220,256,1
58,Swaziland,Pastaza,Negocios,2025-07-22,Bus,Resort,4,4,1050,432,31,9
18,Guernsey,Manta,Aventura,2025-06-07,Motociclista,Airbnb,3,1,1011,72,166,3
56,Cape Verde,Guayaquil,Aventura,2025-09-15,Motociclista,Hostal,1,8,133,200,25,3
25,Saint Pierre and Miquelon,Riobamba,Negocios,2026-01-24,Bus,Resort,6,4,588,264,278,5
25,Sierra Leone,Quito,Visita Familia,2025-10-01,Motociclista,Hostal,5,10,145,1500,54,1
62,Reunion,Riobamba,Estudio,2026-04-05,Ciclista,Airbnb,4,4,952,304,57,7
68,South Georgia and the South Sandwich Islands,Otavalo,Visita Familia,2026-01-22,Auto,Resort,3,2,750,162,26,1
45,Antarctica (the territory South of 60 deg S),Baños,Aventura,2025-09-03,Auto,Resort,3,6,1088,522,78,10
43,Ghana,Loja,Estudio,2026-03-26,Avión,Resort,3,11,654,495,217,3
48,Papua New Guinea,Guayaquil,Visita Familia,2026-03-13,Motociclista,Casa huespedes,5,13,942,1365,97,8
18,Timor-Leste,Loja,Vacaciones,2026-01-30,Avión,Airbnb,3,12,515,1224,196,6
25,Svalbard & Jan Mayen Islands,Quito,Vacaciones,2025-12-15,Bus,Hotel,3,5,1137,390,49,7
66,Romania,Otavalo,Visita Familia,2026-03-02,Avión,Casa huespedes,2,2,423,156,222,10
54,Belize,Pastaza,Estudio,2026-02-12,Ciclista,Hotel,4,7,263,784,79,1
68,Portugal,Otavalo,Vacaciones,2025-12-31,Bus,Airbnb,3,10,805,1110,106,2
67,Saint Barthelemy,Guayaquil,Negocios,2026-01-24,Avión,Hotel,3,14,900,1512,229,5
54,Turkey,Riobamba,Aventura,2025-08-04,Auto,Hostal,2,11,1050,616,20,9
53,Montserrat,Guayaquil,Vacaciones,2025-11-16,Ciclista,Airbnb,2,14,157,616,25,9
37,Hungary,Loja,Vacaciones,2025-07-17,Avión,Hostal,3,11,627,825,279,3
34,Indonesia,Loja,Negocios,2026-03-12,Ciclista,Resort,1,9,872,153,171,10
34,Poland,Pastaza,Negocios,2026-04-18,Auto,Airbnb,4,11,492,1408,215,3
52,Cyprus,Cuenca,Estudio,2025-06-27,Bus,Hotel,2,11,492,814,101,3
48,Marshall Islands,Riobamba,Visita Familia,2025-05-25,Motociclista,Resort,1,14,999,378,33,6
65,Spain,Cuenca,Estudio,2025-07-01,Bus,Hostal,5,3,536,165,178,3
39,Turkmenistan,Baños,Aventura,2025-10-27,Avión,Casa huespedes,4,10,217,1320,183,10
28,Qatar,Quito,Vacaciones,2025-08-20,Bus,Hotel,5,3,1108,195,78,8
65,Timor-Leste,Otavalo,Estudio,2025-11-05,Auto,Hostal,4,11,122,616,246,3
38,Mauritius,Guayaquil,Visita Familia,2025-11-07,Ciclista,Casa huespedes,1,1,942,33,136,8
57,Palestinian Territory,Cuenca,Negocios,2025-11-15,Ciclista,Resort,1,8,119,288,205,3
55,United Arab Emirates,Riobamba,Visita Familia,2025-11-11,Ciclista,Hostal,6,8,1188,912,213,2
33,Zimbabwe,Riobamba,Aventura,2026-03-27,Auto,Hostal,4,8,289,416,50,1
53,Tonga,Pastaza,Estudio,2026-01-06,Motociclista,Airbnb,4,6,360,384,224,5
36,Montserrat,Loja,Negocios,2025-06-04,Motociclista,Hostal,3,15,504,1395,50,9
40,Macao,Zamora,Estudio,2025-06-01,Auto,Hostal,2,5,877,390,215,8
53,Turkey,Baños,Negocios,2026-01-13,Auto,Airbnb,3,10,1000,840,204,3
54,Kenya,Pastaza,Aventura,2026-03-09,Auto,Resort,6,6,888,612,204,7
69,Saint Kitts and Nevis,Quito,Aventura,2025-10-24,Auto,Airbnb,5,15,420,2400,153,7
61,Peru,Quito,Aventura,2025-05-24,Bus,Casa huespedes,4,11,507,1628,300,2
20,Hong Kong,Cuenca,Aventura,2025-07-02,Ciclista,Hotel,6,1,168,222,32,3
54,Lao People's Democratic Republic,Quito,Aventura,2025-06-02,Motociclista,Casa huespedes,1,8,922,144,50,3
48,Venezuela,Cuenca,Visita Familia,2025-08-23,Avión,Airbnb,5,13,430,1625,113,3
28,Norfolk Island,Otavalo,Visita Familia,2025-08-12,Bus,Hostal,5,14,999,1260,105,3
38,Nepal,Baños,Negocios,2025-07-26,Motociclista,Casa huespedes,4,7,388,476,111,10
54,Netherlands Antilles,Guayaquil,Aventura,2026-04-14,Bus,Airbnb,3,12,875,828,291,2
28,Tuvalu,Pastaza,Visita Familia,2025-11-02,Bus,Airbnb,6,5,304,480,256,8
38,Venezuela,Quito,Estudio,2026-04-09,Bus,Hostal,2,12,257,624,168,5
54,Denmark,Loja,Visita Familia,2025-08-02,Bus,Casa huespedes,2,13,419,702,279,3
52,North Macedonia,Loja,Vacaciones,2025-05-23,Motociclista,Hostal,5,6,598,900,81,10
47,Mali,Baños,Vacaciones,2025-12-18,Ciclista,Airbnb,3,8,1169,240,219,7
22,Japan,Pastaza,Negocios,2026-01-26,Motociclista,Airbnb,2,15,567,450,85,2
22,Uruguay,Otavalo,Visita Familia,2025-09-01,Avión,Hostal,3,12,740,468,96,2
57,Heard Island and McDonald Islands,Loja,Visita Familia,2026-02-28,Avión,Casa huespedes,2,5,227,190,298,4
24,Tanzania,Riobamba,Vacaciones,2025-12-13,Bus,Hostal,6,1,616,132,248,9
22,Cote d'Ivoire,Manta,Negocios,2026-01-09,Avión,Airbnb,6,4,296,840,198,8
34,Jersey,Zamora,Aventura,2026-01-11,Bus,Hotel,3,3,534,99,278,4
24,Tuvalu,Baños,Vacaciones,2026-04-17,Motociclista,Airbnb,2,15,168,360,122,4
67,North Macedonia,Cuenca,Vacaciones,2026-05-05,Ciclista,Resort,2,15,892,390,247,3
31,Somalia,Quito,Aventura,2025-07-02,Bus,Hostal,1,3,1125,45,198,7
68,Grenada,Pastaza,Estudio,2025-12-15,Bus,Casa huespedes,2,4,374,296,289,5
31,Hong Kong,Riobamba,Aventura,2025-12-07,Ciclista,Resort,2,14,195,868,177,3
26,Moldova,Cuenca,Aventura,2025-10-13,Avión,Airbnb,2,6,696,408,101,6
27,Wallis and Futuna,Zamora,Visita Familia,2026-01-20,Ciclista,Hotel,6,4,524,816,235,7
47,Timor-Leste,Guayaquil,Visita Familia,2026-05-05,Avión,Hotel,1,4,262,120,249,9
41,Nigeria,Guayaquil,Negocios,2026-02-20,Auto,Hotel,1,7,943,189,81,10
32,Hungary,Manta,Vacaciones,2025-11-28,Bus,Airbnb,1,14,650,308,209,9
32,United Arab Emirates,Otavalo,Aventura,2025-10-28,Auto,Hostal,5,6,420,840,175,5
40,Maldives,Baños,Vacaciones,2025-10-10,Avión,Resort,4,15,1082,840,167,5
37,Pakistan,Riobamba,Negocios,2026-05-05,Bus,Hotel,3,5,833,210,262,6
26,Cocos (Keeling) Islands,Cuenca,Negocios,2025-09-25,Avión,Resort,6,8,762,1296,163,10
56,Venezuela,Otavalo,Visita Familia,2025-07-22,Motociclista,Hostal,2,1,929,68,228,5
31,Heard Island and McDonald Islands,Loja,Aventura,2025-10-29,Auto,Resort,4,5,542,640,296,4
22,Sweden,Quito,Visita Familia,2025-07-23,Bus,Resort,5,13,1199,1365,248,9
63,Hong Kong,Cuenca,Vacaciones,2025-10-15,Ciclista,Hotel,2,10,697,220,46,1
64,Kazakhstan,Cuenca,Visita Familia,2025-12-20,Auto,Hotel,4,9,117,648,160,6
32,Greenland,Riobamba,Estudio,2025-06-25,Avión,Resort,5,7,564,525,105,9
49,Cocos (Keeling) Islands,Baños,Negocios,2025-11-10,Auto,Airbnb,2,4,702,88,254,8
67,Zambia,Otavalo,Aventura,2026-02-02,Bus,Resort,1,3,958,96,144,10
66,Barbados,Manta,Estudio,2026-05-14,Avión,Airbnb,5,13,836,1690,93,4
21,Angola,Cuenca,Vacaciones,2025-12-04,Ciclista,Resort,3,14,434,1512,74,4
61,Congo,Pastaza,Estudio,2025-06-23,Ciclista,Casa huespedes,5,13,776,2210,175,5
31,Belize,Pastaza,Negocios,2025-07-22,Ciclista,Hostal,1,3,540,75,161,2
47,Uganda,Cuenca,Visita Familia,2025-11-16,Auto,Hotel,4,11,428,1144,41,3
59,Bhutan,Pastaza,Aventura,2025-06-23,Auto,Casa huespedes,1,12,593,288,295,2
62,Oman,Cuenca,Negocios,2025-12-23,Auto,Hostal,3,11,494,759,58,9
24,Germany,Zamora,Estudio,2025-07-26,Avión,Airbnb,5,15,349,2100,144,2
55,Uganda,Baños,Estudio,2026-01-14,Auto,Casa huespedes,3,3,860,180,104,3
49,Cameroon,Quito,Estudio,2025-11-20,Bus,Resort,5,10,753,500,236,4
23,Korea,Zamora,Vacaciones,2025-10-12,Motociclista,Hotel,3,5,336,285,122,6
18,Bangladesh,Cuenca,Aventura,2026-01-22,Auto,Hostal,4,1,131,56,53,6
70,Guadeloupe,Riobamba,Estudio,2025-11-20,Ciclista,Hostal,3,14,685,1092,270,4
48,Equatorial Guinea,Pastaza,Negocios,2025-09-13,Motociclista,Airbnb,2,11,470,572,238,5
44,Liberia,Quito,Aventura,2025-07-13,Motociclista,Airbnb,1,8,450,240,256,9
29,Antigua and Barbuda,Zamora,Aventura,2025-06-30,Avión,Resort,5,3,345,405,130,1
29,Maldives,Guayaquil,Aventura,2025-09-02,Auto,Resort,4,2,835,88,42,10
52,Togo,Cuenca,Vacaciones,2026-03-30,Auto,Casa huespedes,2,10,1045,260,294,2
36,Guernsey,Otavalo,Visita Familia,2025-09-15,Motociclista,Hotel,6,14,956,1092,114,7
57,Mayotte,Baños,Visita Familia,2025-10-11,Motociclista,Hotel,4,5,738,480,175,3
61,Mozambique,Manta,Aventura,2025-07-31,Bus,Hostal,3,13,364,780,257,2
61,Sudan,Guayaquil,Aventura,2026-03-16,Motociclista,Resort,2,11,428,418,283,6
68,Czech Republic,Otavalo,Aventura,2026-03-22,Avión,Resort,6,13,911,1872,34,9
43,Cote d'Ivoire,Quito,Estudio,2026-02-23,Bus,Hostal,2,10,295,800,115,3
31,Cote d'Ivoire,Guayaquil,Negocios,2025-12-22,Ciclista,Hostal,4,9,766,936,115,10
47,Peru,Otavalo,Negocios,2026-05-01,Auto,Hostal,4,13,713,1456,238,10
60,Kuwait,Manta,Visita Familia,2025-10-14,Motociclista,Resort,3,4,737,228,226,6
53,Egypt,Guayaquil,Vacaciones,2026-01-27,Bus,Resort,4,11,607,1232,237,2
57,Estonia,Manta,Estudio,2026-01-09,Auto,Casa huespedes,3,14,747,1008,292,6
18,Namibia,Zamora,Negocios,2025-09-10,Ciclista,Resort,1,2,732,38,45,1
53,Nepal,Manta,Visita Familia,2025-07-02,Auto,Casa huespedes,6,2,687,432,212,9
37,Cuba,Riobamba,Negocios,2025-07-28,Ciclista,Hostal,1,7,670,140,135,6
41,Thailand,Pastaza,Estudio,2025-11-02,Motociclista,Casa huespedes,2,8,1051,384,153,5
62,Yemen,Otavalo,Estudio,2025-09-13,Bus,Hotel,6,5,271,1200,187,4
34,United States Minor Outlying Islands,Pastaza,Estudio,2025-11-29,Auto,Hostal,5,7,1095,455,92,3
63,Tokelau,Cuenca,Vacaciones,2026-05-16,Auto,Casa huespedes,5,12,962,2340,162,9
65,Norway,Baños,Visita Familia,2026-01-03,Avión,Hotel,5,9,645,675,146,3
20,Georgia,Loja,Vacaciones,2026-04-06,Auto,Casa huespedes,5,9,430,1530,123,2
61,Bolivia,Manta,Negocios,2025-12-24,Motociclista,Resort,5,2,634,380,52,4
33,Maldives,Zamora,Negocios,2025-12-25,Motociclista,Casa huespedes,1,15,356,540,153,10
23,Sudan,Zamora,Visita Familia,2025-09-30,Motociclista,Resort,6,8,1009,1776,202,9
53,Congo,Riobamba,Aventura,2026-01-16,Avión,Hotel,2,4,1102,240,239,5
60,Angola,Riobamba,Negocios,2026-05-17,Bus,Resort,1,12,899,408,271,9
35,Georgia,Loja,Visita Familia,2026-05-20,Auto,Hotel,5,15,156,2325,208,9
69,Egypt,Quito,Negocios,2025-07-19,Bus,Casa huespedes,5,6,1112,1020,229,5
53,Fiji,Pastaza,Aventura,2025-06-23,Ciclista,Hotel,6,6,447,1296,181,9
19,Suriname,Manta,Visita Familia,2025-06-26,Ciclista,Hotel,2,10,1059,260,154,2
32,Belize,Riobamba,Visita Familia,2026-05-13,Auto,Resort,6,11,885,1056,161,10
46,Sao Tome and Principe,Otavalo,Aventura,2025-07-23,Avión,Hotel,1,2,417,56,66,4
41,Seychelles,Manta,Visita Familia,2025-07-14,Motociclista,Hotel,6,14,1192,840,215,1
61,Monaco,Cuenca,Vacaciones,2025-10-31,Avión,Hostal,6,7,724,798,48,9
41,Latvia,Otavalo,Negocios,2026-01-20,Bus,Resort,6,7,878,588,239,10
60,Burundi,Guayaquil,Vacaciones,2026-05-17,Motociclista,Resort,2,2,358,160,230,7
57,Cyprus,Baños,Visita Familia,2026-01-09,Motociclista,Casa huespedes,6,2,803,408,219,5
46,Madagascar,Manta,Estudio,2026-03-04,Auto,Hotel,6,10,617,2340,121,4
48,Palestinian Territory,Otavalo,Estudio,2025-06-11,Motociclista,Airbnb,5,13,691,2210,228,1
47,Antigua and Barbuda,Guayaquil,Negocios,2026-04-30,Avión,Hostal,5,2,256,400,278,4
63,Northern Mariana Islands,Otavalo,Aventura,2025-11-09,Ciclista,Casa huespedes,5,12,985,1260,129,6
56,Uruguay,Cuenca,Negocios,2025-12-02,Motociclista,Casa huespedes,3,11,371,957,71,3
48,Malawi,Quito,Negocios,2025-10-20,Motociclista,Hostal,2,1,598,24,120,2
42,Colombia,Quito,Estudio,2026-02-23,Auto,Hotel,3,9,344,837,195,3
